Fighter,Winner,Winner_binary,L,Stance,Stance_Orth,Stance_South,Stance_Switch,Ht.,Reach,Wt.,W,Date of Fight,Birth Date,Age at Fight
Rafael Dos Anjos,Blue,0,5,Southpaw,0,1,0,172.72,177.8,155,14,2016-07-07,1984-10-26,32
Russell Doane,Blue,0,2,Orthodox,1,0,0,170.18,177.8,135,2,2016-07-07,1986-08-13,30
Roy Nelson,Blue,0,8,Orthodox,1,0,0,182.88,185.42,263,8,2016-07-07,1976-06-20,40
Joe Duffy,Red,1,1,Orthodox,1,0,0,177.8,185.42,155,2,2016-07-07,1988-02-18,28
John Makdessi,Red,1,5,Orthodox,1,0,0,172.72,172.72,155,6,2016-07-07,1985-05-03,31
Mike Pyle,Blue,0,6,Orthodox,1,0,0,182.88,187.96,170,10,2016-07-07,1975-09-18,41
Anthony Birchak,Red,1,2,Orthodox,1,0,0,172.72,175.26,135,1,2016-07-07,1986-05-16,30
Gilbert Burns,Red,1,1,Orthodox,1,0,0,177.8,180.34,170,3,2016-07-07,1986-07-20,30
Alan Jouban,Red,1,2,Southpaw,0,1,0,182.88,185.42,170,4,2016-07-07,1981-11-25,35
Felipe Arantes,Red,1,4,Orthodox,1,0,0,172.72,185.42,135,4,2016-07-07,1988-02-09,28
Marco Beltran,Red,1,0,Orthodox,1,0,0,172.72,175.26,125,2,2016-07-07,1986-05-18,30
Vicente Luque,Red,1,1,Orthodox,1,0,0,180.34,190.5,170,1,2016-07-07,1991-11-27,25
Tamdan McCrory,Blue,0,3,Switch,0,0,1,193.04,193.04,185,4,2016-06-18,1986-11-05,30
Misha Cirkunov,Red,1,0,Orthodox,1,0,0,190.5,195.58,205,2,2016-06-18,1987-02-27,29
Valerie Letourneau,Blue,0,1,Orthodox,1,0,0,170.18,172.72,115,3,2016-06-18,1983-04-29,33
Rory MacDonald,Blue,0,3,Orthodox,1,0,0,182.88,193.04,170,9,2016-06-18,1989-07-22,27
Steve Bosse,Red,1,1,Orthodox,1,0,0,180.34,182.88,205,1,2016-06-18,1981-07-29,35
Olivier Aubin-Mercier,Red,1,2,Southpaw,0,1,0,175.26,177.8,155,3,2016-06-18,1989-02-23,27
Donald Cerrone,Red,1,4,Orthodox,1,0,0,185.42,185.42,155,16,2016-06-18,1983-03-29,33
Jason Saggo,Red,1,1,Orthodox,1,0,0,180.34,180.34,155,2,2016-06-18,1985-11-23,31
Randa Markos,Red,1,2,Orthodox,1,0,0,162.56,160.02,115,1,2016-06-18,1985-08-10,31
Elias Theodorou,Red,1,1,Orthodox,1,0,0,185.42,190.5,185,3,2016-06-18,1988-05-31,28
Chris Beal,Blue,0,2,Orthodox,1,0,0,170.18,175.26,125,2,2016-06-18,1985-08-06,31
Colby Covington,Red,1,1,Orthodox,1,0,0,180.34,182.88,170,3,2016-06-18,1988-02-22,28
Ali Bagautinov,Red,1,2,Orthodox,1,0,0,162.56,165.1,125,3,2016-06-18,1985-06-10,31
Luke Rockhold,Blue,0,1,Southpaw,0,1,0,190.5,195.58,205,5,2016-06-04,1984-10-17,32
Max Holloway,Red,1,3,Orthodox,1,0,0,180.34,175.26,145,11,2016-06-04,1991-12-04,25
Jessica Penne,Blue,0,1,Orthodox,1,0,0,165.1,170.18,115,1,2016-06-04,1983-01-30,33
Brian Ortega,Red,1,1,Switch,0,0,1,172.72,175.26,145,2,2016-06-04,1991-02-21,25
Beneil Dariush,Red,1,2,Southpaw,0,1,0,177.8,182.88,155,6,2016-06-04,1989-05-06,27
Dan Henderson,Red,1,8,Orthodox,1,0,0,180.34,187.96,185,8,2016-06-04,1970-08-24,46
Dominick Cruz,Red,1,0,Orthodox,1,0,0,172.72,172.72,135,4,2016-06-04,1985-03-09,31
Dustin Poirier,Red,1,3,Southpaw,0,1,0,175.26,182.88,155,11,2016-06-04,1989-01-19,27
Kevin Casey,Draw,0,4,Southpaw,0,1,0,180.34,195.58,185,1,2016-06-04,1981-06-15,35
Jonathan Wilson,Blue,0,0,Southpaw,0,1,0,187.96,190.5,205,1,2016-06-04,1987-07-17,29
Cole Miller,Blue,0,8,Orthodox,1,0,0,185.42,185.42,145,10,2016-06-04,1984-04-26,32
Sean Strickland,Red,1,1,Orthodox,1,0,0,185.42,193.04,185,4,2016-06-04,1991-02-27,25
Marco Polo Reyes,Red,1,0,Orthodox,1,0,0,180.34,180.34,155,1,2016-06-04,1984-11-07,32
Jorge Masvidal,Blue,0,3,Orthodox,1,0,0,180.34,187.96,170,6,2016-05-29,1984-11-12,32
Thomas Almeida,Blue,0,0,Southpaw,0,1,0,170.18,177.8,145,4,2016-05-29,1991-07-31,25
Chris Camozzi,Red,1,7,Orthodox,1,0,0,187.96,190.5,185,8,2016-05-29,1986-11-20,30
Sara McMann,Red,1,3,Orthodox,1,0,0,167.64,167.64,135,2,2016-05-29,1980-09-24,36
Joshua Burkman,Blue,0,8,Orthodox,1,0,0,177.8,182.88,170,6,2016-05-29,1980-04-10,36
Renan Barao,Blue,0,2,Orthodox,1,0,0,167.64,177.8,145,8,2016-05-29,1987-01-31,29
Tarec Saffiedine,Blue,0,1,Switch,0,0,1,177.8,177.8,170,2,2016-05-29,1986-09-06,30
Abel Trujillo,Red,1,3,Orthodox,1,0,0,172.72,177.8,155,5,2016-05-29,1983-09-18,33
Jake Collier,Red,1,2,Orthodox,1,0,0,190.5,198.12,230,1,2016-05-29,1988-10-25,28
Erik Koch,Red,1,3,Southpaw,0,1,0,177.8,180.34,170,3,2016-05-29,1988-10-04,28
Aljamain Sterling,Blue,0,0,Orthodox,1,0,0,170.18,180.34,135,4,2016-05-29,1989-07-31,27
Chris de la Rocha,Blue,0,1,Orthodox,1,0,0,190.5,203.2,250,0,2016-05-29,1979-05-15,37
Thiago Santos,Red,1,2,Orthodox,1,0,0,187.96,193.04,205,4,2016-05-14,1984-01-07,32
Francisco Trinaldo,Red,1,3,Southpaw,0,1,0,175.26,177.8,155,9,2016-05-14,1978-08-24,38
Mauricio Rua,Red,1,8,Orthodox,1,0,0,185.42,193.04,205,7,2016-05-14,1981-11-25,34
Cristiane Justino,Red,1,0,Orthodox,1,0,0,172.72,172.72,145,0,2016-05-14,1985-07-09,31
Fabricio Werdum,Blue,0,2,Orthodox,1,0,0,193.04,195.58,231,8,2016-05-14,1977-07-30,39
Demian Maia,Red,1,6,Southpaw,0,1,0,185.42,182.88,170,16,2016-05-14,1977-11-06,39
Jacare Souza,Red,1,1,Orthodox,1,0,0,185.42,182.88,185,5,2016-05-14,1979-12-07,36
Warlley Alves,Blue,0,0,Orthodox,1,0,0,180.34,182.88,170,4,2016-05-14,1991-01-04,25
John Lineker,Red,1,2,Orthodox,1,0,0,160.02,170.18,135,7,2016-05-14,1990-06-12,26
Sergio Moraes,Draw,0,1,Orthodox,1,0,0,182.88,182.88,170,4,2016-05-14,1982-07-23,34
Renato Moicano,Red,1,0,Orthodox,1,0,0,180.34,182.88,155,1,2016-05-14,1989-05-21,27
Rogerio Nogueira,Red,1,4,Southpaw,0,1,0,187.96,190.5,205,4,2016-05-14,1976-06-02,40
Antonio Silva,Blue,0,6,Orthodox,1,0,0,193.04,208.28,264,3,2016-05-08,1979-09-14,37
Albert Tumenov,Blue,0,1,Orthodox,1,0,0,180.34,185.42,170,5,2016-05-08,1991-12-26,24
Rustam Khabilov,Red,1,2,Orthodox,1,0,0,172.72,185.42,155,4,2016-05-08,1986-11-04,30
Alistair Overeem,Red,1,3,Orthodox,1,0,0,193.04,203.2,265,5,2016-05-08,1980-05-17,36
Nikita Krylov,Red,1,2,Orthodox,1,0,0,190.5,195.58,205,4,2016-05-08,1992-03-07,24
Karolina Kowalkiewicz,Red,1,0,Orthodox,1,0,0,160.02,162.56,115,1,2016-05-08,1985-10-15,31
Germaine de Randamie,Red,1,1,Orthodox,1,0,0,175.26,180.34,135,2,2016-05-08,1984-04-24,32
Magnus Cedenblad,Red,1,1,Orthodox,1,0,0,195.58,200.66,185,3,2016-05-08,1982-04-10,34
Jon Tuck,Blue,0,2,Orthodox,1,0,0,180.34,185.42,155,3,2016-05-08,1984-08-28,32
Kyoji Horiguchi,Red,1,1,Orthodox,1,0,0,165.1,167.64,125,5,2016-05-08,1990-10-12,26
Yan Cabral,Blue,0,2,Orthodox,1,0,0,180.34,185.42,155,2,2016-05-08,1983-05-13,33
Yuta Sasaki,Red,1,2,Southpaw,0,1,0,177.8,180.34,125,1,2016-05-08,1989-10-07,27
Leon Edwards,Red,1,2,Southpaw,0,1,0,187.96,187.96,170,2,2016-05-08,1991-08-25,25
Yair Rodriguez,Red,1,0,Orthodox,1,0,0,180.34,180.34,145,3,2016-04-23,1992-10-06,24
Anthony Pettis,Blue,0,3,Orthodox,1,0,0,177.8,182.88,155,5,2016-04-23,1987-01-27,29
Danny Roberts,Red,1,0,Southpaw,0,1,0,185.42,187.96,170,1,2016-04-23,1987-07-14,29
Sergio Pettis,Red,1,2,Orthodox,1,0,0,167.64,175.26,125,4,2016-04-23,1993-08-18,23
Carla Esparza,Red,1,1,Orthodox,1,0,0,154.94,160.02,115,1,2016-04-23,1987-10-10,29
Jon Jones,Red,1,1,Orthodox,1,0,0,193.04,213.36,205,15,2016-04-23,1987-07-19,29
Demetrious Johnson,Red,1,2,Orthodox,1,0,0,160.02,167.64,125,11,2016-04-23,1986-08-13,30
Robert Whittaker,Red,1,2,Orthodox,1,0,0,182.88,185.42,185,6,2016-04-23,1990-12-20,25
Glaico Franca Moreira,Blue,0,0,Orthodox,1,0,0,182.88,195.58,155,1,2016-04-23,1991-02-28,25
Walt Harris,Red,1,3,Southpaw,0,1,0,195.58,195.58,250,0,2016-04-23,1983-06-10,33
Marcos Rogerio de Lima,Red,1,1,Orthodox,1,0,0,185.42,190.5,253,2,2016-04-23,1985-06-25,31
Efrain Escudero,Blue,0,6,Orthodox,1,0,0,175.26,180.34,155,5,2016-04-23,1986-01-15,30
Beneil Dariush,Blue,0,1,Southpaw,0,1,0,177.8,182.88,155,6,2016-04-16,1989-05-06,27
Bethe Correia,Blue,0,1,Orthodox,1,0,0,165.1,162.56,135,3,2016-04-16,1983-06-22,33
Court McGee,Blue,0,3,Orthodox,1,0,0,180.34,190.5,170,6,2016-04-16,1984-12-12,31
Randy Brown,Blue,0,0,Orthodox,1,0,0,190.5,198.12,170,1,2016-04-16,1990-07-08,26
Rose Namajunas,Red,1,1,Orthodox,1,0,0,165.1,165.1,115,2,2016-04-16,1992-06-29,24
Khabib Nurmagomedov,Red,1,0,Orthodox,1,0,0,177.8,177.8,155,6,2016-04-16,1988-09-20,28
Cub Swanson,Red,1,3,Orthodox,1,0,0,172.72,177.8,145,6,2016-04-16,1983-11-02,32
Glover Teixeira,Red,1,2,Orthodox,1,0,0,187.96,193.04,205,7,2016-04-16,1979-10-28,36
John Dodson,Red,1,2,Orthodox,1,0,0,160.02,167.64,135,6,2016-04-16,1984-09-26,32
Oluwale Bamgbose,Blue,0,1,Switch,0,0,1,180.34,198.12,185,1,2016-04-16,1987-08-04,29
Elizeu Zaleski dos Santos,Red,1,1,Orthodox,1,0,0,180.34,185.42,170,0,2016-04-16,1986-12-11,29
Igor Pokrajac,Blue,0,8,Orthodox,1,0,0,182.88,187.96,205,4,2016-04-10,1979-01-02,37
Ian Entwistle,Blue,0,1,Orthodox,1,0,0,165.1,,135,1,2016-04-10,1986-11-19,29
Derrick Lewis,Red,1,2,Orthodox,1,0,0,190.5,200.66,260,5,2016-04-10,1985-02-07,31
Nicolas Dalby,Blue,0,1,Orthodox,1,0,0,180.34,187.96,170,1,2016-04-10,1984-11-16,31
Timothy Johnson,Red,1,1,Southpaw,0,1,0,190.5,195.58,265,1,2016-04-10,1985-03-13,31
Maryna Moroz,Red,1,1,Orthodox,1,0,0,170.18,170.18,125,1,2016-04-10,1991-09-08,25
Ben Rothwell,Blue,0,3,Orthodox,1,0,0,193.04,198.12,265,6,2016-04-10,1981-10-17,34
Francis Ngannou,Red,1,0,Orthodox,1,0,0,193.04,210.82,250,1,2016-04-10,1986-09-05,30
Mairbek Taisumov,Red,1,1,Orthodox,1,0,0,175.26,185.42,155,4,2016-04-10,1988-08-08,28
Filip Pejic,Blue,0,0,Orthodox,1,0,0,172.72,,135,0,2016-04-10,1992-07-21,24
Jared Cannonier,Red,1,1,Switch,0,0,1,180.34,195.58,185,0,2016-04-10,1984-03-16,32
Robert Whiteford,Blue,0,2,Southpaw,0,1,0,175.26,175.26,145,2,2016-04-10,1983-04-12,33
Alessio Di Chirico,Blue,0,0,Orthodox,1,0,0,182.88,187.96,185,0,2016-04-10,1989-12-12,26
Mark Hunt,Red,1,5,Orthodox,1,0,0,177.8,182.88,265,6,2016-03-19,1974-03-23,42
Hector Lombard,Blue,0,3,Southpaw,0,1,0,175.26,180.34,185,3,2016-03-19,1978-02-02,38
Bec Rawlings,Red,1,1,Orthodox,1,0,0,167.64,162.56,125,1,2016-03-19,1989-02-11,27
Jake Matthews,Red,1,1,Orthodox,1,0,0,180.34,185.42,170,3,2016-03-19,1994-08-19,22
Daniel Kelly,Red,1,1,Southpaw,0,1,0,182.88,177.8,185,3,2016-03-19,1977-10-31,38
James Te Huna,Blue,0,4,Orthodox,1,0,0,187.96,190.5,185,5,2016-03-19,1981-09-29,34
Dan Hooker,Red,1,2,Switch,0,0,1,182.88,190.5,155,2,2016-03-19,1990-02-13,26
Brendan O'Reilly,Blue,0,1,Orthodox,1,0,0,170.18,175.26,170,1,2016-03-19,1987-06-24,29
Leslie Smith,Red,1,2,Orthodox,1,0,0,175.26,167.64,135,1,2016-03-19,1982-08-17,34
Ross Pearson,Red,1,8,Orthodox,1,0,0,172.72,175.26,155,10,2016-03-19,1984-09-26,31
Richard Walsh,Blue,0,2,Orthodox,1,0,0,182.88,185.42,170,2,2016-03-19,1988-12-01,27
Alan Patrick,Red,1,1,Southpaw,0,1,0,180.34,187.96,155,2,2016-03-19,1983-07-19,33
Vitor Miranda,Red,1,1,Orthodox,1,0,0,185.42,195.58,185,2,2016-03-05,1979-03-10,37
Brandon Thatch,Blue,0,2,Switch,0,0,1,187.96,187.96,170,2,2016-03-05,1985-07-11,31
Amanda Nunes,Red,1,1,Orthodox,1,0,0,172.72,175.26,145,4,2016-03-05,1988-05-30,28
Conor McGregor,Blue,0,0,Southpaw,0,1,0,175.26,187.96,155,7,2016-03-05,1988-07-14,28
Erick Silva,Blue,0,5,Orthodox,1,0,0,182.88,187.96,170,6,2016-03-05,1984-06-21,32
Corey Anderson,Red,1,1,Orthodox,1,0,0,190.5,200.66,205,4,2016-03-05,1989-09-22,26
Holly Holm,Blue,0,0,Southpaw,0,1,0,172.72,175.26,135,3,2016-03-05,1981-10-17,34
Gian Villante,Blue,0,3,Orthodox,1,0,0,190.5,193.04,230,4,2016-03-05,1985-08-18,31
Darren Elkins,Red,1,4,Orthodox,1,0,0,177.8,180.34,145,9,2016-03-05,1984-05-16,32
Jason Saggo,Red,1,1,Orthodox,1,0,0,180.34,180.34,155,1,2016-03-05,1985-11-23,30
Diego Sanchez,Red,1,8,Southpaw,0,1,0,177.8,182.88,170,14,2016-03-05,1981-12-31,34
Julian Erosa,Blue,0,0,Southpaw,0,1,0,185.42,187.96,145,1,2016-03-05,1989-07-31,27
Scott Askham,Red,1,2,Southpaw,0,1,0,190.5,190.5,185,1,2016-02-27,1988-05-20,28
Tom Breese,Red,1,0,Southpaw,0,1,0,190.5,185.42,185,2,2016-02-27,1991-09-26,24
Anderson Silva,Blue,0,3,Southpaw,0,1,0,187.96,195.58,185,16,2016-02-27,1975-04-14,41
Mike Wilkinson,Blue,0,1,Orthodox,1,0,0,170.18,167.64,145,2,2016-02-27,1987-09-15,28
Arnold Allen,Red,1,0,Southpaw,0,1,0,172.72,177.8,145,1,2016-02-27,1994-01-22,22
Gegard Mousasi,Red,1,3,Orthodox,1,0,0,187.96,193.04,185,4,2016-02-27,1985-08-01,31
Davey Grant,Red,1,1,Orthodox,1,0,0,172.72,175.26,135,0,2016-02-27,1985-12-18,30
Francisco Rivera,Blue,0,5,Orthodox,1,0,0,172.72,177.8,135,4,2016-02-27,1981-10-08,34
Norman Parke,Blue,0,3,Southpaw,0,1,0,180.34,177.8,155,5,2016-02-27,1986-12-22,29
Teemu Packalen,Red,1,1,Orthodox,1,0,0,185.42,190.5,155,0,2016-02-27,1987-05-22,29
Brad Scott,Blue,0,2,Orthodox,1,0,0,185.42,193.04,170,2,2016-02-27,1989-06-24,27
David Teymur,Red,1,0,Southpaw,0,1,0,175.26,185.42,155,0,2016-02-27,1989-05-01,27
Daniel Omielanczuk,Red,1,2,Southpaw,0,1,0,182.88,187.96,247,2,2016-02-27,1982-08-31,33
Dennis Bermudez,Red,1,3,Orthodox,1,0,0,167.64,167.64,155,7,2016-02-21,1986-12-13,29
Cody Garbrandt,Red,1,0,Orthodox,1,0,0,172.72,165.1,135,2,2016-02-21,1991-07-07,25
Daniel Sarafian,Blue,0,3,Orthodox,1,0,0,175.26,185.42,185,2,2016-02-21,1982-08-21,34
Derek Brunson,Red,1,1,Southpaw,0,1,0,185.42,195.58,185,5,2016-02-21,1984-01-04,32
Donald Cerrone,Red,1,4,Orthodox,1,0,0,185.42,185.42,155,15,2016-02-21,1983-03-29,33
Alex Garcia,Blue,0,1,Orthodox,1,0,0,175.26,182.88,170,3,2016-02-21,1987-07-14,29
James Krause,Red,1,3,Orthodox,1,0,0,187.96,185.42,170,3,2016-02-21,1986-06-04,30
Chris Camozzi,Red,1,7,Orthodox,1,0,0,187.96,190.5,185,7,2016-02-21,1986-11-20,29
Anthony Smith,Red,1,1,Orthodox,1,0,0,193.04,193.04,205,0,2016-02-21,1988-07-26,28
Marion Reneau,Blue,0,1,Orthodox,1,0,0,167.64,172.72,135,2,2016-02-21,1977-06-20,39
Lauren Murphy,Red,1,2,Orthodox,1,0,0,165.1,170.18,125,0,2016-02-21,1983-07-27,33
Jonavin Webb,Blue,0,1,Orthodox,1,0,0,177.8,,170,0,2016-02-21,1989-04-28,27
Anthony Hamilton,Blue,0,2,Orthodox,1,0,0,195.58,193.04,260,2,2016-02-21,1980-04-14,36
Derrick Lewis,Red,1,2,Orthodox,1,0,0,190.5,200.66,260,4,2016-02-06,1985-02-07,31
Johny Hendricks,Blue,0,3,Southpaw,0,1,0,175.26,175.26,185,12,2016-02-06,1983-09-12,32
Mike Pyle,Red,1,6,Orthodox,1,0,0,182.88,187.96,170,9,2016-02-06,1975-09-18,40
Misha Cirkunov,Red,1,0,Orthodox,1,0,0,190.5,195.58,205,1,2016-02-06,1987-02-27,29
Joshua Burkman,Red,1,8,Orthodox,1,0,0,177.8,182.88,170,5,2016-02-06,1980-04-10,36
Ovince Saint Preux,Red,1,2,Southpaw,0,1,0,190.5,203.2,205,6,2016-02-06,1983-04-08,33
Joseph Benavidez,Red,1,2,Southpaw,0,1,0,162.56,165.1,125,10,2016-02-06,1984-07-31,32
Roy Nelson,Red,1,8,Orthodox,1,0,0,182.88,185.42,263,7,2016-02-06,1976-06-20,40
Noad Lahat,Blue,0,1,Orthodox,1,0,0,175.26,175.26,145,2,2016-02-06,1984-06-08,32
Ray Borg,Blue,0,1,Orthodox,1,0,0,162.56,160.02,135,3,2016-02-06,1993-08-04,23
Mickey Gall,Red,1,0,Switch,0,0,1,187.96,187.96,170,0,2016-02-06,1992-01-22,24
Artem Lobov,Blue,0,1,Southpaw,0,1,0,175.26,165.1,145,0,2016-02-06,1986-08-11,29
Sage Northcutt,Blue,0,0,Orthodox,1,0,0,182.88,180.34,170,2,2016-01-30,1996-03-01,20
Tarec Saffiedine,Red,1,1,Switch,0,0,1,177.8,177.8,170,1,2016-01-30,1986-09-06,29
Olivier Aubin-Mercier,Blue,0,1,Southpaw,0,1,0,175.26,177.8,155,3,2016-01-30,1989-02-23,27
Rafael Natal,Red,1,5,Orthodox,1,0,0,182.88,195.58,185,8,2016-01-30,1982-12-25,33
Dustin Ortiz,Blue,0,2,Orthodox,1,0,0,165.1,165.1,125,4,2016-01-30,1988-12-25,27
Anthony Johnson,Red,1,5,Orthodox,1,0,0,187.96,198.12,205,11,2016-01-30,1984-03-06,32
Josh Barnett,Blue,0,2,Orthodox,1,0,0,190.5,198.12,250,6,2016-01-30,1977-11-10,38
Iuri Alcantara,Blue,0,4,Southpaw,0,1,0,175.26,180.34,135,7,2016-01-30,1980-08-04,35
Matt Dwyer,Blue,0,2,Orthodox,1,0,0,193.04,193.04,170,1,2016-01-30,1989-12-17,26
George Sullivan,Blue,0,1,Orthodox,1,0,0,182.88,185.42,170,3,2016-01-30,1981-03-13,35
Alex Caceres,Red,1,7,Southpaw,0,1,0,177.8,185.42,145,5,2016-01-30,1988-06-20,28
Damon Jackson,Draw,0,2,Switch,0,0,1,180.34,180.34,145,0,2016-01-30,1988-08-08,27
Anthony Rocco Martin,Red,1,3,Orthodox,1,0,0,182.88,185.42,170,1,2016-01-30,1989-12-11,26
Maximo Blanco,Blue,0,3,Orthodox,1,0,0,172.72,180.34,145,4,2016-01-17,1983-10-16,32
Tim Boetsch,Blue,0,8,Orthodox,1,0,0,182.88,187.96,185,9,2016-01-17,1981-01-28,35
Patrick Cote,Red,1,9,Orthodox,1,0,0,180.34,190.5,170,9,2016-01-17,1980-02-29,36
Ross Pearson,Blue,0,7,Orthodox,1,0,0,172.72,175.26,155,10,2016-01-17,1984-09-26,31
Travis Browne,Red,1,4,Orthodox,1,0,0,198.12,200.66,255,8,2016-01-17,1982-07-17,34
Anthony Pettis,Blue,0,2,Orthodox,1,0,0,177.8,182.88,155,5,2016-01-17,1987-01-27,29
Chris Wade,Red,1,0,Orthodox,1,0,0,177.8,177.8,155,3,2016-01-17,1987-09-30,28
TJ Dillashaw,Blue,0,2,Orthodox,1,0,0,167.64,170.18,125,8,2016-01-17,1986-02-07,30
Ilir Latifi,Red,1,2,Orthodox,1,0,0,177.8,185.42,205,3,2016-01-17,1983-07-28,32
Paul Felder,Red,1,2,Orthodox,1,0,0,180.34,177.8,155,2,2016-01-17,1984-04-25,32
Rob Font,Red,1,0,Orthodox,1,0,0,172.72,180.34,135,1,2016-01-17,1987-06-25,29
Francimar Barroso,Red,1,1,Orthodox,1,0,0,185.42,190.5,205,2,2016-01-17,1980-02-28,36
Charles Rosa,Red,1,2,Switch,0,0,1,175.26,175.26,145,1,2016-01-17,1986-08-24,29
Justine Kish,Red,1,0,Orthodox,1,0,0,165.1,162.56,125,0,2016-01-02,1988-04-13,28
Diego Brandao,Blue,0,3,Orthodox,1,0,0,170.18,162.56,145,6,2016-01-02,1987-05-27,29
Kyle Noke,Blue,0,3,Southpaw,0,1,0,185.42,193.04,170,6,2016-01-02,1980-03-18,36
Abel Trujillo,Red,1,3,Orthodox,1,0,0,172.72,177.8,155,4,2016-01-02,1983-09-18,32
Lorenz Larkin,Blue,0,4,Orthodox,1,0,0,180.34,182.88,170,3,2016-01-02,1986-09-03,29
Stipe Miocic,Red,1,2,Orthodox,1,0,0,193.04,203.2,240,7,2016-01-02,1982-08-19,33
Michael McDonald,Red,1,2,Orthodox,1,0,0,175.26,177.8,135,5,2016-01-02,1991-01-15,25
Joe Soto,Blue,0,2,Orthodox,1,0,0,167.64,165.1,135,0,2016-01-02,1987-03-22,29
Robbie Lawler,Red,1,4,Southpaw,0,1,0,180.34,187.96,170,11,2016-01-02,1982-03-20,34
Dustin Poirier,Red,1,3,Southpaw,0,1,0,175.26,182.88,155,10,2016-01-02,1989-01-19,27
Scott Holtzman,Blue,0,0,Orthodox,1,0,0,175.26,175.26,155,1,2016-01-02,1983-09-30,32
Sheldon Westcott,Red,1,2,Southpaw,0,1,0,185.42,180.34,170,0,2016-01-02,1984-08-20,31
Rafael Dos Anjos,Red,1,5,Southpaw,0,1,0,172.72,177.8,155,13,2015-12-19,1984-10-26,31
Randa Markos,Blue,0,1,Orthodox,1,0,0,162.56,160.02,115,1,2015-12-19,1985-08-10,30
Charles Oliveira,Red,1,6,Orthodox,1,0,0,177.8,187.96,155,8,2015-12-19,1989-10-17,26
CB Dollaway,Blue,0,7,Orthodox,1,0,0,187.96,193.04,185,9,2015-12-19,1983-08-10,32
Josh Samman,Blue,0,0,Orthodox,1,0,0,190.5,200.66,185,3,2015-12-19,1988-03-14,28
Michael Johnson,Blue,0,5,Southpaw,0,1,0,177.8,185.42,155,8,2015-12-19,1986-06-04,30
Junior Dos Santos,Blue,0,2,Orthodox,1,0,0,193.04,195.58,238,11,2015-12-19,1984-01-30,32
Sarah Kaufman,Blue,0,2,Orthodox,1,0,0,165.1,167.64,135,1,2015-12-19,1985-09-20,30
Kamaru Usman,Red,1,0,Switch,0,0,1,182.88,193.04,170,1,2015-12-19,1987-05-11,29
Hayder Hassan,Blue,0,1,,0,0,0,177.8,,170,0,2015-12-19,1982-10-20,33
Cole Miller,Draw,0,7,Orthodox,1,0,0,185.42,185.42,145,10,2015-12-19,1984-04-26,32
Nik Lentz,Red,1,6,Orthodox,1,0,0,172.72,172.72,145,9,2015-12-19,1984-08-13,31
Francis Ngannou,Red,1,0,Orthodox,1,0,0,193.04,210.82,250,0,2015-12-19,1986-09-05,29
Warlley Alves,Red,1,0,Orthodox,1,0,0,180.34,182.88,170,3,2015-12-12,1991-01-04,25
Tecia Torres,Red,1,0,Orthodox,1,0,0,154.94,152.4,115,2,2015-12-12,1989-08-16,26
Jacare Souza,Blue,0,0,Orthodox,1,0,0,185.42,182.88,185,5,2015-12-12,1979-12-07,36
Jose Aldo,Blue,0,0,Orthodox,1,0,0,170.18,177.8,135,7,2015-12-12,1986-09-09,29
Chris Weidman,Blue,0,0,Orthodox,1,0,0,187.96,198.12,185,9,2015-12-12,1984-06-17,31
Urijah Faber,Red,1,4,Orthodox,1,0,0,167.64,170.18,135,8,2015-12-12,1979-05-14,37
Demian Maia,Red,1,6,Southpaw,0,1,0,185.42,182.88,170,15,2015-12-12,1977-11-06,38
Max Holloway,Red,1,3,Orthodox,1,0,0,180.34,175.26,145,10,2015-12-12,1991-12-04,24
Leonardo Santos,Red,1,1,Orthodox,1,0,0,182.88,190.5,155,3,2015-12-12,1980-02-05,36
Joe Proctor,Blue,0,2,Orthodox,1,0,0,177.8,182.88,155,4,2015-12-12,1985-08-10,30
Court McGee,Red,1,3,Orthodox,1,0,0,180.34,190.5,170,5,2015-12-12,1984-12-12,31
John Makdessi,Blue,0,4,Orthodox,1,0,0,172.72,172.72,155,6,2015-12-12,1985-05-03,31
Julian Erosa,Red,1,0,Southpaw,0,1,0,185.42,187.96,145,0,2015-12-11,1989-07-31,26
Artem Lobov,Blue,0,0,Southpaw,0,1,0,175.26,165.1,145,0,2015-12-11,1986-08-11,29
Tatsuya Kawajiri,Red,1,1,Orthodox,1,0,0,170.18,175.26,145,2,2015-12-11,1978-05-08,38
Edson Barboza,Blue,0,3,Orthodox,1,0,0,180.34,190.5,145,10,2015-12-11,1986-01-21,30
Joe Lauzon,Blue,0,7,Orthodox,1,0,0,177.8,180.34,155,12,2015-12-11,1984-05-22,32
Ryan LaFlare,Red,1,1,Southpaw,0,1,0,185.42,187.96,170,4,2015-12-11,1983-10-01,32
Gabriel Gonzaga,Red,1,9,Orthodox,1,0,0,187.96,193.04,242,11,2015-12-11,1979-05-18,37
Frankie Edgar,Red,1,5,Orthodox,1,0,0,167.64,172.72,135,13,2015-12-11,1981-10-16,34
Joby Sanchez,Blue,0,1,Orthodox,1,0,0,167.64,172.72,135,1,2015-12-11,1991-06-24,24
Chris Gruetzemacher,Red,1,0,Orthodox,1,0,0,172.72,172.72,155,0,2015-12-11,1986-06-16,29
Antonio Carlos Junior,Draw,0,1,Orthodox,1,0,0,187.96,200.66,185,2,2015-12-10,1990-03-16,26
Jim Miller,Blue,0,6,Southpaw,0,1,0,172.72,180.34,155,14,2015-12-10,1983-08-30,32
